source;target;edge_type;weight
"Moreau2149_GBOOKSph24";"Moreau2149_GBOOKSph25";"precedence";"1"
"Moreau2149_GBOOKSph25";"Moreau2149_GBOOKSph26";"precedence";"1"
"Moreau2149_GBOOKSph26";"Moreau2149_GBOOKSph27";"precedence";"1"
"Moreau2149_GBOOKSph27";"Moreau2149_GBOOKSph28";"precedence";"1"
"Moreau2149_GBOOKSph28";"Moreau2149_GBOOKSph29";"precedence";"1"
"Moreau2149_GBOOKSph29";"Moreau2149_GBOOKSph30";"precedence";"1"
"Moreau2149_GBOOKSph30";"Moreau2149_GBOOKSph31";"precedence";"1"
"Moreau2149_GBOOKSph31";"Moreau2149_GBOOKSph32";"precedence";"1"
"Moreau2149_GBOOKSph32";"Moreau2149_GBOOKSph33";"precedence";"1"
"Moreau2149_GBOOKSph33";"Moreau2149_GBOOKSph34";"precedence";"1"
"Moreau2149_GBOOKSph34";"Moreau2149_GBOOKSph35";"precedence";"1"
"Moreau2149_GBOOKSph35";"Moreau2149_GBOOKSph36";"precedence";"1"
"Moreau2149_GBOOKSph36";"Moreau2149_GBOOKSph37";"precedence";"1"
"Moreau2149_GBOOKSph37";"Moreau2149_GBOOKSph38";"precedence";"1"
"Moreau2149_GBOOKSph38";"Moreau2149_GBOOKSph39";"precedence";"1"
"Moreau2149_GBOOKSph39";"Moreau2149_GBOOKSph40";"precedence";"1"
"Moreau2149_GBOOKSph40";"Moreau2149_GBOOKSph41";"precedence";"1"
"Moreau2149_GBOOKSph41";"Moreau2149_GBOOKSph42";"precedence";"1"
"Moreau2149_GBOOKSph42";"Moreau2149_GBOOKSph43";"precedence";"1"
"Moreau2149_GBOOKSph43";"Moreau2149_GBOOKSph44";"precedence";"1"
"Moreau2149_GBOOKSph44";"Moreau2149_GBOOKSph45";"precedence";"1"
"Moreau2149_GBOOKSph45";"Moreau2149_GBOOKSph46";"precedence";"1"
"Moreau2181_GBOOKSph0";"Moreau2181_GBOOKSph1";"precedence";"1"
"Moreau2181_GBOOKSph1";"Moreau2181_GBOOKSph2";"precedence";"1"
"Moreau2181_GBOOKSph2";"Moreau2181_GBOOKSph3";"precedence";"1"
"Moreau2181_GBOOKSph3";"Moreau2181_GBOOKSph4";"precedence";"1"
"Moreau2181_GBOOKSph4";"Moreau2181_GBOOKSph5";"precedence";"1"
"Moreau2181_GBOOKSph5";"Moreau2181_GBOOKSph6";"precedence";"1"
"Moreau2181_GBOOKSph6";"Moreau2181_GBOOKSph7";"precedence";"1"
"Moreau2181_GBOOKSph7";"Moreau2181_GBOOKSph8";"precedence";"1"
"Moreau2181_GBOOKSph8";"Moreau2181_GBOOKSph9";"precedence";"1"
"Moreau2181_GBOOKSph9";"Moreau2181_GBOOKSph10";"precedence";"1"
"Moreau2181_GBOOKSph10";"Moreau2181_GBOOKSph11";"precedence";"1"
"Moreau2181_GBOOKSph11";"Moreau2181_GBOOKSph12";"precedence";"1"
"Moreau2155_GBOOKSph0";"Moreau2155_GBOOKSph1";"precedence";"1"
"Moreau2155_GBOOKSph1";"Moreau2155_GBOOKSph2";"precedence";"1"
"Moreau2155_GBOOKSph2";"Moreau2155_GBOOKSph3";"precedence";"1"
"Moreau2155_GBOOKSph3";"Moreau2155_GBOOKSph4";"precedence";"1"
"Moreau2155_GBOOKSph4";"Moreau2155_GBOOKSph5";"precedence";"1"
"Moreau2155_GBOOKSph5";"Moreau2155_GBOOKSph6";"precedence";"1"
"Moreau2155_GBOOKSph6";"Moreau2155_GBOOKSph7";"precedence";"1"
"Moreau2155_GBOOKSph7";"Moreau2155_GBOOKSph8";"precedence";"1"
"Moreau2155_GBOOKSph8";"Moreau2155_GBOOKSph9";"precedence";"1"
"Moreau2155_GBOOKSph9";"Moreau2155_GBOOKSph10";"precedence";"1"
"Moreau2155_GBOOKSph10";"Moreau2155_GBOOKSph11";"precedence";"1"
"Moreau2155_GBOOKSph11";"Moreau2155_GBOOKSph12";"precedence";"1"
"Moreau2155_GBOOKSph12";"Moreau2155_GBOOKSph13";"precedence";"1"
"Moreau2155_GBOOKSph13";"Moreau2155_GBOOKSph14";"precedence";"1"
"Moreau2155_GBOOKSph14";"Moreau2155_GBOOKSph15";"precedence";"1"
"Moreau2126_GBOOKSph0";"Moreau2126_GBOOKSph1";"precedence";"1"
"Moreau2126_GBOOKSph1";"Moreau2126_GBOOKSph2";"precedence";"1"
"Moreau2126_GBOOKSph2";"Moreau2126_GBOOKSph3";"precedence";"1"
"Moreau2126_GBOOKSph3";"Moreau2126_GBOOKSph4";"precedence";"1"
"Moreau2126_GBOOKSph4";"Moreau2126_GBOOKSph5";"precedence";"1"
"Moreau2126_GBOOKSph5";"Moreau2126_GBOOKSph6";"precedence";"1"
"Moreau2126_GBOOKSph6";"Moreau2126_GBOOKSph7";"precedence";"1"
"Moreau2126_GBOOKSph7";"Moreau2126_GBOOKSph8";"precedence";"1"
"Moreau2126_GBOOKSph8";"Moreau2126_GBOOKSph9";"precedence";"1"
"Moreau2126_GBOOKSph9";"Moreau2126_GBOOKSph10";"precedence";"1"
"Moreau2126_GBOOKSph10";"Moreau2126_GBOOKSph11";"precedence";"1"
"Moreau2126_GBOOKSph11";"Moreau2126_GBOOKSph12";"precedence";"1"
"Moreau2126_GBOOKSph12";"Moreau2126_GBOOKSph13";"precedence";"1"
"Moreau2126_GBOOKSph13";"Moreau2126_GBOOKSph14";"precedence";"1"
"Moreau2126_GBOOKSph14";"Moreau2126_GBOOKSph15";"precedence";"1"
"Moreau2126_GBOOKSph15";"Moreau2126_GBOOKSph16";"precedence";"1"
"Moreau2126_GBOOKSph16";"Moreau2126_GBOOKSph17";"precedence";"1"
"Moreau2126_GBOOKSph17";"Moreau2126_GBOOKSph18";"precedence";"1"
"Moreau2126_GBOOKSph18";"Moreau2126_GBOOKSph19";"precedence";"1"
"Moreau2126_GBOOKSph19";"Moreau2126_GBOOKSph20";"precedence";"1"
"Moreau2126_GBOOKSph20";"Moreau2126_GBOOKSph21";"precedence";"1"
"Moreau2126_GBOOKSph21";"Moreau2126_GBOOKSph22";"precedence";"1"
"Moreau2126_GBOOKSph22";"Moreau2126_GBOOKSph23";"precedence";"1"
"Moreau2126_GBOOKSph23";"Moreau2126_GBOOKSph24";"precedence";"1"
"Moreau2126_GBOOKSph24";"Moreau2126_GBOOKSph25";"precedence";"1"
"Moreau2126_GBOOKSph25";"Moreau2126_GBOOKSph26";"precedence";"1"
"Moreau2126_GBOOKSph26";"Moreau2126_GBOOKSph27";"precedence";"1"
"Moreau2126_GBOOKSph27";"Moreau2126_GBOOKSph28";"precedence";"1"
"Moreau2126_GBOOKSph28";"Moreau2126_GBOOKSph29";"precedence";"1"
"Moreau2126_GBOOKSph29";"Moreau2126_GBOOKSph30";"precedence";"1"
"Moreau2111_GBOOKSph0";"Moreau2111_GBOOKSph1";"precedence";"1"
"Moreau2111_GBOOKSph1";"Moreau2111_GBOOKSph2";"precedence";"1"
"Moreau2111_GBOOKSph2";"Moreau2111_GBOOKSph3";"precedence";"1"
"Moreau2111_GBOOKSph3";"Moreau2111_GBOOKSph4";"precedence";"1"
"Moreau2111_GBOOKSph4";"Moreau2111_GBOOKSph5";"precedence";"1"
"Moreau2111_GBOOKSph5";"Moreau2111_GBOOKSph6";"precedence";"1"
"Moreau2111_GBOOKSph6";"Moreau2111_GBOOKSph7";"precedence";"1"
"Moreau2111_GBOOKSph7";"Moreau2111_GBOOKSph8";"precedence";"1"
"Moreau2111_GBOOKSph8";"Moreau2111_GBOOKSph9";"precedence";"1"
"Moreau2111_GBOOKSph9";"Moreau2111_GBOOKSph10";"precedence";"1"
"Moreau2111_GBOOKSph10";"Moreau2111_GBOOKSph11";"precedence";"1"
"Moreau2111_GBOOKSph11";"Moreau2111_GBOOKSph12";"precedence";"1"
"Moreau2111_GBOOKSph12";"Moreau2111_GBOOKSph13";"precedence";"1"
"Moreau2111_GBOOKSph13";"Moreau2111_GBOOKSph14";"precedence";"1"
"Moreau2111_GBOOKSph14";"Moreau2111_GBOOKSph15";"precedence";"1"
"Moreau2111_GBOOKSph15";"Moreau2111_GBOOKSph16";"precedence";"1"
"Moreau2111_GBOOKSph16";"Moreau2111_GBOOKSph17";"precedence";"1"
"Moreau2111_GBOOKSph17";"Moreau2111_GBOOKSph18";"precedence";"1"
"Moreau2111_GBOOKSph18";"Moreau2111_GBOOKSph19";"precedence";"1"
"Moreau2111_GBOOKSph19";"Moreau2111_GBOOKSph20";"precedence";"1"
"Moreau2140_MAZph0";"Moreau2140_MAZph1";"precedence";"1"
"Moreau2140_MAZph1";"Moreau2140_MAZph2";"precedence";"1"
"Moreau2140_MAZph2";"Moreau2140_MAZph3";"precedence";"1"
"Moreau2140_MAZph3";"Moreau2140_MAZph4";"precedence";"1"
"Moreau2140_MAZph4";"Moreau2140_MAZph5";"precedence";"1"
"Moreau2140_MAZph5";"Moreau2140_MAZph6";"precedence";"1"
"Moreau2140_MAZph6";"Moreau2140_MAZph7";"precedence";"1"
"Moreau2140_MAZph7";"Moreau2140_MAZph8";"precedence";"1"
"Moreau2140_MAZph8";"Moreau2140_MAZph9";"precedence";"1"
"Moreau2140_MAZph9";"Moreau2140_MAZph10";"precedence";"1"
"Moreau2140_MAZph10";"Moreau2140_MAZph11";"precedence";"1"
"Moreau2140_MAZph11";"Moreau2140_MAZph12";"precedence";"1"
"Moreau2140_MAZph12";"Moreau2140_MAZph13";"precedence";"1"
"Moreau2140_MAZph13";"Moreau2140_MAZph14";"precedence";"1"
"Moreau2140_MAZph14";"Moreau2140_MAZph15";"precedence";"1"
"Moreau2140_MAZph15";"Moreau2140_MAZph16";"precedence";"1"
"Moreau2140_MAZph16";"Moreau2140_MAZph17";"precedence";"1"
"Moreau2140_MAZph17";"Moreau2140_MAZph18";"precedence";"1"
"Moreau2140_MAZph18";"Moreau2140_MAZph19";"precedence";"1"
"Moreau2144_GBOOKSph0";"Moreau2144_GBOOKSph1";"precedence";"1"
"Moreau2144_GBOOKSph1";"Moreau2144_GBOOKSph2";"precedence";"1"
"Moreau2144_GBOOKSph2";"Moreau2144_GBOOKSph3";"precedence";"1"
"Moreau2144_GBOOKSph3";"Moreau2144_GBOOKSph4";"precedence";"1"
"Moreau2144_GBOOKSph4";"Moreau2144_GBOOKSph5";"precedence";"1"
"Moreau2144_GBOOKSph5";"Moreau2144_GBOOKSph6";"precedence";"1"
"Moreau2144_GBOOKSph6";"Moreau2144_GBOOKSph7";"precedence";"1"
"Moreau2144_GBOOKSph7";"Moreau2144_GBOOKSph8";"precedence";"1"
"Moreau2144_GBOOKSph8";"Moreau2144_GBOOKSph9";"precedence";"1"
"Moreau2144_GBOOKSph9";"Moreau2144_GBOOKSph10";"precedence";"1"
"Moreau2144_GBOOKSph10";"Moreau2144_GBOOKSph11";"precedence";"1"
"Moreau2144_GBOOKSph11";"Moreau2144_GBOOKSph12";"precedence";"1"
"Moreau2144_GBOOKSph12";"Moreau2144_GBOOKSph13";"precedence";"1"
"Moreau2144_GBOOKSph13";"Moreau2144_GBOOKSph14";"precedence";"1"
"Moreau2144_GBOOKSph14";"Moreau2144_GBOOKSph15";"precedence";"1"
"Moreau2144_GBOOKSph15";"Moreau2144_GBOOKSph16";"precedence";"1"
"Moreau2144_GBOOKSph16";"Moreau2144_GBOOKSph17";"precedence";"1"
"Moreau2144_GBOOKSph17";"Moreau2144_GBOOKSph18";"precedence";"1"
"Moreau2144_GBOOKSph18";"Moreau2144_GBOOKSph19";"precedence";"1"
"Moreau2144_GBOOKSph19";"Moreau2144_GBOOKSph20";"precedence";"1"
"Moreau2144_GBOOKSph20";"Moreau2144_GBOOKSph21";"precedence";"1"
"Moreau2144_GBOOKSph21";"Moreau2144_GBOOKSph22";"precedence";"1"
"Moreau2144_GBOOKSph22";"Moreau2144_GBOOKSph23";"precedence";"1"
"Moreau2144_GBOOKSph23";"Moreau2144_GBOOKSph24";"precedence";"1"
"Moreau2144_GBOOKSph24";"Moreau2144_GBOOKSph25";"precedence";"1"
"Moreau2144_GBOOKSph25";"Moreau2144_GBOOKSph26";"precedence";"1"
"Moreau2144_GBOOKSph26";"Moreau2144_GBOOKSph27";"precedence";"1"
"Moreau2144_GBOOKSph27";"Moreau2144_GBOOKSph28";"precedence";"1"
"Moreau2144_GBOOKSph28";"Moreau2144_GBOOKSph29";"precedence";"1"
"Moreau2144_GBOOKSph29";"Moreau2144_GBOOKSph30";"precedence";"1"
"Moreau2144_GBOOKSph30";"Moreau2144_GBOOKSph31";"precedence";"1"
"Moreau2144_GBOOKSph31";"Moreau2144_GBOOKSph32";"precedence";"1"
"Moreau2144_GBOOKSph32";"Moreau2144_GBOOKSph33";"precedence";"1"
"Moreau2144_GBOOKSph33";"Moreau2144_GBOOKSph34";"precedence";"1"
"Moreau2144_GBOOKSph34";"Moreau2144_GBOOKSph35";"precedence";"1"
"Moreau2144_GBOOKSph35";"Moreau2144_GBOOKSph36";"precedence";"1"
"Moreau2144_GBOOKSph36";"Moreau2144_GBOOKSph37";"precedence";"1"
"Moreau2144_GBOOKSph37";"Moreau2144_GBOOKSph38";"precedence";"1"
"Moreau2144_GBOOKSph38";"Moreau2144_GBOOKSph39";"precedence";"1"
"Moreau2144_GBOOKSph39";"Moreau2144_GBOOKSph40";"precedence";"1"
"Moreau2173_GBOOKSph0";"Moreau2173_GBOOKSph1";"precedence";"1"
"Moreau2173_GBOOKSph1";"Moreau2173_GBOOKSph2";"precedence";"1"
"Moreau2173_GBOOKSph2";"Moreau2173_GBOOKSph3";"precedence";"1"
"Moreau2173_GBOOKSph3";"Moreau2173_GBOOKSph4";"precedence";"1"
"Moreau2173_GBOOKSph4";"Moreau2173_GBOOKSph5";"precedence";"1"
"Moreau2173_GBOOKSph5";"Moreau2173_GBOOKSph6";"precedence";"1"
"Moreau2173_GBOOKSph6";"Moreau2173_GBOOKSph7";"precedence";"1"
"Moreau2173_GBOOKSph7";"Moreau2173_GBOOKSph8";"precedence";"1"
"Moreau2173_GBOOKSph8";"Moreau2173_GBOOKSph9";"precedence";"1"
"Moreau2173_GBOOKSph9";"Moreau2173_GBOOKSph10";"precedence";"1"
"Moreau2173_GBOOKSph10";"Moreau2173_GBOOKSph11";"precedence";"1"
"Moreau2173_GBOOKSph11";"Moreau2173_GBOOKSph12";"precedence";"1"
"Moreau2173_GBOOKSph12";"Moreau2173_GBOOKSph13";"precedence";"1"
"Moreau2173_GBOOKSph13";"Moreau2173_GBOOKSph14";"precedence";"1"
"Moreau2173_GBOOKSph14";"Moreau2173_GBOOKSph15";"precedence";"1"
"Moreau2173_GBOOKSph15";"Moreau2173_GBOOKSph16";"precedence";"1"
"Moreau2158_GBOOKSph0";"Moreau2158_GBOOKSph1";"precedence";"1"
"Moreau2158_GBOOKSph1";"Moreau2158_GBOOKSph2";"precedence";"1"
"Moreau2158_GBOOKSph2";"Moreau2158_GBOOKSph3";"precedence";"1"
"Moreau2158_GBOOKSph3";"Moreau2158_GBOOKSph4";"precedence";"1"
"Moreau2158_GBOOKSph4";"Moreau2158_GBOOKSph5";"precedence";"1"
"Moreau2158_GBOOKSph5";"Moreau2158_GBOOKSph6";"precedence";"1"
"Moreau2158_GBOOKSph6";"Moreau2158_GBOOKSph7";"precedence";"1"
"Moreau2158_GBOOKSph7";"Moreau2158_GBOOKSph8";"precedence";"1"
"Moreau2158_GBOOKSph8";"Moreau2158_GBOOKSph9";"precedence";"1"
"Moreau2158_GBOOKSph9";"Moreau2158_GBOOKSph10";"precedence";"1"
"Moreau2114_GBOOKSph0";"Moreau2114_GBOOKSph1";"precedence";"1"
"Moreau2114_GBOOKSph1";"Moreau2114_GBOOKSph2";"precedence";"1"
"Moreau2114_GBOOKSph2";"Moreau2114_GBOOKSph3";"precedence";"1"
"Moreau2114_GBOOKSph3";"Moreau2114_GBOOKSph4";"precedence";"1"
"Moreau2114_GBOOKSph4";"Moreau2114_GBOOKSph5";"precedence";"1"
"Moreau2114_GBOOKSph5";"Moreau2114_GBOOKSph6";"precedence";"1"
"Moreau2114_GBOOKSph6";"Moreau2114_GBOOKSph7";"precedence";"1"
"Moreau2114_GBOOKSph7";"Moreau2114_GBOOKSph8";"precedence";"1"
"Moreau2114_GBOOKSph8";"Moreau2114_GBOOKSph9";"precedence";"1"
"Moreau2114_GBOOKSph9";"Moreau2114_GBOOKSph10";"precedence";"1"
"Moreau2114_GBOOKSph10";"Moreau2114_GBOOKSph11";"precedence";"1"
"Moreau2114_GBOOKSph11";"Moreau2114_GBOOKSph12";"precedence";"1"
"Moreau2114_GBOOKSph12";"Moreau2114_GBOOKSph13";"precedence";"1"
"Moreau2114_GBOOKSph13";"Moreau2114_GBOOKSph14";"precedence";"1"
"Moreau2114_GBOOKSph14";"Moreau2114_GBOOKSph15";"precedence";"1"
"Moreau2114_GBOOKSph15";"Moreau2114_GBOOKSph16";"precedence";"1"
"Moreau2114_GBOOKSph16";"Moreau2114_GBOOKSph17";"precedence";"1"
"Moreau2114_GBOOKSph17";"Moreau2114_GBOOKSph18";"precedence";"1"
"Moreau2114_GBOOKSph18";"Moreau2114_GBOOKSph19";"precedence";"1"
"Moreau2114_GBOOKSph19";"Moreau2114_GBOOKSph20";"precedence";"1"
"Moreau2114_GBOOKSph20";"Moreau2114_GBOOKSph21";"precedence";"1"
"Moreau2114_GBOOKSph21";"Moreau2114_GBOOKSph22";"precedence";"1"
"Moreau2114_GBOOKSph22";"Moreau2114_GBOOKSph23";"precedence";"1"
"Moreau2114_GBOOKSph23";"Moreau2114_GBOOKSph24";"precedence";"1"
"Moreau2114_GBOOKSph24";"Moreau2114_GBOOKSph25";"precedence";"1"
"Moreau2114_GBOOKSph25";"Moreau2114_GBOOKSph26";"precedence";"1"
"Moreau2114_GBOOKSph26";"Moreau2114_GBOOKSph27";"precedence";"1"
"Moreau2114_GBOOKSph27";"Moreau2114_GBOOKSph28";"precedence";"1"
"Moreau2114_GBOOKSph28";"Moreau2114_GBOOKSph29";"precedence";"1"
"Moreau2114_GBOOKSph29";"Moreau2114_GBOOKSph30";"precedence";"1"
"Moreau2114_GBOOKSph30";"Moreau2114_GBOOKSph31";"precedence";"1"
"Moreau2123_GBOOKSph0";"Moreau2123_GBOOKSph1";"precedence";"1"
"Moreau2123_GBOOKSph1";"Moreau2123_GBOOKSph2";"precedence";"1"
"Moreau2123_GBOOKSph2";"Moreau2123_GBOOKSph3";"precedence";"1"
"Moreau2123_GBOOKSph3";"Moreau2123_GBOOKSph4";"precedence";"1"
"Moreau2123_GBOOKSph4";"Moreau2123_GBOOKSph5";"precedence";"1"
"Moreau2123_GBOOKSph5";"Moreau2123_GBOOKSph6";"precedence";"1"
"Moreau2123_GBOOKSph6";"Moreau2123_GBOOKSph7";"precedence";"1"
"Moreau2123_GBOOKSph7";"Moreau2123_GBOOKSph8";"precedence";"1"
"Moreau2123_GBOOKSph8";"Moreau2123_GBOOKSph9";"precedence";"1"
"Moreau2123_GBOOKSph9";"Moreau2123_GBOOKSph10";"precedence";"1"
"Moreau2123_GBOOKSph10";"Moreau2123_GBOOKSph11";"precedence";"1"
"Moreau2123_GBOOKSph11";"Moreau2123_GBOOKSph12";"precedence";"1"
"Moreau2123_GBOOKSph12";"Moreau2123_GBOOKSph13";"precedence";"1"
"Moreau2123_GBOOKSph13";"Moreau2123_GBOOKSph14";"precedence";"1"
"Moreau2123_GBOOKSph14";"Moreau2123_GBOOKSph15";"precedence";"1"
"Moreau2123_GBOOKSph15";"Moreau2123_GBOOKSph16";"precedence";"1"
"Moreau2123_GBOOKSph16";"Moreau2123_GBOOKSph17";"precedence";"1"
"Moreau2123_GBOOKSph17";"Moreau2123_GBOOKSph18";"precedence";"1"
"Moreau2123_GBOOKSph18";"Moreau2123_GBOOKSph19";"precedence";"1"
"Moreau2123_GBOOKSph19";"Moreau2123_GBOOKSph20";"precedence";"1"
"Moreau2123_GBOOKSph20";"Moreau2123_GBOOKSph21";"precedence";"1"
"Moreau2176_GBOOKSph0";"Moreau2176_GBOOKSph1";"precedence";"1"
"Moreau2176_GBOOKSph1";"Moreau2176_GBOOKSph2";"precedence";"1"
"Moreau2176_GBOOKSph2";"Moreau2176_GBOOKSph3";"precedence";"1"
"Moreau2176_GBOOKSph3";"Moreau2176_GBOOKSph4";"precedence";"1"
"Moreau2176_GBOOKSph4";"Moreau2176_GBOOKSph5";"precedence";"1"
"Moreau2176_GBOOKSph5";"Moreau2176_GBOOKSph6";"precedence";"1"
"Moreau2176_GBOOKSph6";"Moreau2176_GBOOKSph7";"precedence";"1"
"Moreau2176_GBOOKSph7";"Moreau2176_GBOOKSph8";"precedence";"1"
"Moreau2176_GBOOKSph8";"Moreau2176_GBOOKSph9";"precedence";"1"
"Moreau2176_GBOOKSph9";"Moreau2176_GBOOKSph10";"precedence";"1"
"Moreau2176_GBOOKSph10";"Moreau2176_GBOOKSph11";"precedence";"1"
"Moreau2176_GBOOKSph11";"Moreau2176_GBOOKSph12";"precedence";"1"
"Moreau2176_GBOOKSph12";"Moreau2176_GBOOKSph13";"precedence";"1"
"Moreau2176_GBOOKSph13";"Moreau2176_GBOOKSph14";"precedence";"1"
"Moreau2176_GBOOKSph14";"Moreau2176_GBOOKSph15";"precedence";"1"
"Moreau2176_GBOOKSph15";"Moreau2176_GBOOKSph16";"precedence";"1"
"Moreau2176_GBOOKSph16";"Moreau2176_GBOOKSph17";"precedence";"1"
"Moreau2176_GBOOKSph17";"Moreau2176_GBOOKSph18";"precedence";"1"
"Moreau2176_GBOOKSph18";"Moreau2176_GBOOKSph19";"precedence";"1"
"Moreau2176_GBOOKSph19";"Moreau2176_GBOOKSph20";"precedence";"1"
"Moreau2176_GBOOKSph20";"Moreau2176_GBOOKSph21";"precedence";"1"
"Moreau2176_GBOOKSph21";"Moreau2176_GBOOKSph22";"precedence";"1"
"Moreau2176_GBOOKSph22";"Moreau2176_GBOOKSph23";"precedence";"1"
"Moreau2176_GBOOKSph23";"Moreau2176_GBOOKSph24";"precedence";"1"
"Moreau2176_GBOOKSph24";"Moreau2176_GBOOKSph25";"precedence";"1"
"Moreau2176_GBOOKSph25";"Moreau2176_GBOOKSph26";"precedence";"1"
"Moreau2141_GBOOKSph0";"Moreau2141_GBOOKSph1";"precedence";"1"
"Moreau2141_GBOOKSph1";"Moreau2141_GBOOKSph2";"precedence";"1"
"Moreau2141_GBOOKSph2";"Moreau2141_GBOOKSph3";"precedence";"1"
"Moreau2141_GBOOKSph3";"Moreau2141_GBOOKSph4";"precedence";"1"
"Moreau2141_GBOOKSph4";"Moreau2141_GBOOKSph5";"precedence";"1"
"Moreau2141_GBOOKSph5";"Moreau2141_GBOOKSph6";"precedence";"1"
"Moreau2141_GBOOKSph6";"Moreau2141_GBOOKSph7";"precedence";"1"
"Moreau2141_GBOOKSph7";"Moreau2141_GBOOKSph8";"precedence";"1"
"Moreau2141_GBOOKSph8";"Moreau2141_GBOOKSph9";"precedence";"1"
"Moreau2141_GBOOKSph9";"Moreau2141_GBOOKSph10";"precedence";"1"
"Moreau2141_GBOOKSph10";"Moreau2141_GBOOKSph11";"precedence";"1"
"Moreau2141_GBOOKSph11";"Moreau2141_GBOOKSph12";"precedence";"1"
"Moreau2141_GBOOKSph12";"Moreau2141_GBOOKSph13";"precedence";"1"
"Moreau2141_GBOOKSph13";"Moreau2141_GBOOKSph14";"precedence";"1"
"Moreau2141_GBOOKSph14";"Moreau2141_GBOOKSph15";"precedence";"1"
"Moreau2141_GBOOKSph15";"Moreau2141_GBOOKSph16";"precedence";"1"
"Moreau2141_GBOOKSph16";"Moreau2141_GBOOKSph17";"precedence";"1"
"Moreau2141_GBOOKSph17";"Moreau2141_GBOOKSph18";"precedence";"1"
"Moreau2141_GBOOKSph18";"Moreau2141_GBOOKSph19";"precedence";"1"
"Moreau2141_GBOOKSph19";"Moreau2141_GBOOKSph20";"precedence";"1"
"Moreau2141_GBOOKSph20";"Moreau2141_GBOOKSph21";"precedence";"1"
"Moreau2141_GBOOKSph21";"Moreau2141_GBOOKSph22";"precedence";"1"
"Moreau2141_GBOOKSph22";"Moreau2141_GBOOKSph23";"precedence";"1"
"Moreau2141_GBOOKSph23";"Moreau2141_GBOOKSph24";"precedence";"1"
"Moreau2141_GBOOKSph24";"Moreau2141_GBOOKSph25";"precedence";"1"
"Moreau2141_GBOOKSph25";"Moreau2141_GBOOKSph26";"precedence";"1"
"Moreau2141_GBOOKSph26";"Moreau2141_GBOOKSph27";"precedence";"1"
"Moreau2141_GBOOKSph27";"Moreau2141_GBOOKSph28";"precedence";"1"
"Moreau2141_GBOOKSph28";"Moreau2141_GBOOKSph29";"precedence";"1"
"Moreau2141_GBOOKSph29";"Moreau2141_GBOOKSph30";"precedence";"1"
"Moreau2141_GBOOKSph30";"Moreau2141_GBOOKSph31";"precedence";"1"
"Moreau2141_GBOOKSph31";"Moreau2141_GBOOKSph32";"precedence";"1"
"Moreau2141_GBOOKSph32";"Moreau2141_GBOOKSph33";"precedence";"1"
"Moreau2141_GBOOKSph33";"Moreau2141_GBOOKSph34";"precedence";"1"
"Moreau2141_GBOOKSph34";"Moreau2141_GBOOKSph35";"precedence";"1"
"Moreau2141_GBOOKSph35";"Moreau2141_GBOOKSph36";"precedence";"1"
"Moreau2141_GBOOKSph36";"Moreau2141_GBOOKSph37";"precedence";"1"
"Moreau2141_GBOOKSph37";"Moreau2141_GBOOKSph38";"precedence";"1"
"Moreau2141_GBOOKSph38";"Moreau2141_GBOOKSph39";"precedence";"1"
"Moreau2141_GBOOKSph39";"Moreau2141_GBOOKSph40";"precedence";"1"
"Moreau2141_GBOOKSph40";"Moreau2141_GBOOKSph41";"precedence";"1"
"Moreau2141_GBOOKSph41";"Moreau2141_GBOOKSph42";"precedence";"1"
"Moreau2141_GBOOKSph42";"Moreau2141_GBOOKSph43";"precedence";"1"
"Moreau2141_GBOOKSph43";"Moreau2141_GBOOKSph44";"precedence";"1"
"Moreau2141_GBOOKSph44";"Moreau2141_GBOOKSph45";"precedence";"1"
"Moreau2141_GBOOKSph45";"Moreau2141_GBOOKSph46";"precedence";"1"
"Moreau2141_GBOOKSph46";"Moreau2141_GBOOKSph47";"precedence";"1"
"Moreau2141_GBOOKSph47";"Moreau2141_GBOOKSph48";"precedence";"1"
"Moreau2141_GBOOKSph48";"Moreau2141_GBOOKSph49";"precedence";"1"
"Moreau2141_GBOOKSph49";"Moreau2141_GBOOKSph50";"precedence";"1"
"Moreau2141_GBOOKSph50";"Moreau2141_GBOOKSph51";"precedence";"1"
"Moreau2141_GBOOKSph51";"Moreau2141_GBOOKSph52";"precedence";"1"
"Moreau2141_GBOOKSph52";"Moreau2141_GBOOKSph53";"precedence";"1"
"Moreau2141_GBOOKSph53";"Moreau2141_GBOOKSph54";"precedence";"1"
"Moreau2141_GBOOKSph54";"Moreau2141_GBOOKSph55";"precedence";"1"
"Moreau2141_GBOOKSph55";"Moreau2141_GBOOKSph56";"precedence";"1"
"Moreau2141_GBOOKSph56";"Moreau2141_GBOOKSph57";"precedence";"1"
"Moreau2141_GBOOKSph57";"Moreau2141_GBOOKSph58";"precedence";"1"
"Moreau2141_GBOOKSph58";"Moreau2141_GBOOKSph59";"precedence";"1"
"Moreau2141_GBOOKSph59";"Moreau2141_GBOOKSph60";"precedence";"1"
"Moreau2141_GBOOKSph60";"Moreau2141_GBOOKSph61";"precedence";"1"
"Moreau2141_GBOOKSph61";"Moreau2141_GBOOKSph62";"precedence";"1"
"Moreau2141_GBOOKSph62";"Moreau2141_GBOOKSph63";"precedence";"1"
"Moreau2141_GBOOKSph63";"Moreau2141_GBOOKSph64";"precedence";"1"
"Moreau2141_GBOOKSph64";"Moreau2141_GBOOKSph65";"precedence";"1"
